고객해시,첫방문일,최근방문일,방문횟수,누적결제액,식별채널
cefed7f74d1,2025-11-14,2025-11-14,1,24800,예약
c2767cfad15,2026-01-02,2026-01-02,1,24000,예약
c5ee21ee762,2026-03-19,2026-03-19,1,28600,POS회원
c965c6dd508,2026-03-04,2026-03-10,7,190100,POS회원
ccdd6bc962f,2026-06-21,2026-06-21,1,28900,예약
c05510c0a9b,2025-12-21,2026-08-31,6,145800,POS회원
c3ccb5b0c1f,2026-01-13,2026-08-03,7,177200,예약
c7445aa1f77,2026-05-16,2026-05-16,1,28300,배달재주문
cabbff9c293,2026-06-19,2026-08-29,5,117500,POS회원
ce33a48469c,2025-09-23,2025-09-23,1,28900,멤버십
c1ab4988619,2025-11-01,2025-11-01,1,27200,배달재주문
c522ee7ae82,2025-10-01,2025-10-01,1,25300,예약
c89a93691f3,2026-07-25,2026-08-31,7,174000,멤버십
cc12385d4de,2026-06-09,2026-08-31,4,110500,배달재주문
cf89dd46ebc,2026-03-10,2026-03-10,1,19300,예약
c30182478ab,2026-02-23,2026-02-28,5,112500,예약
c679273efba,2026-04-16,2026-05-16,9,214600,POS회원
c9f0cc2c906,2026-03-17,2026-04-22,5,127700,멤버십
cd6871105aa,2025-11-20,2025-11-20,1,29000,POS회원
c0e0161a252,2026-07-08,2026-07-08,1,19200,예약
c457bb03e62,2025-12-21,2025-12-21,1,22200,예약
c7cf5ffb9f8,2025-11-09,2025-11-09,1,22200,배달재주문
cb4704e73a8,2025-11-17,2025-12-18,7,192500,멤버십
cebea9debdd,2026-02-24,2026-02-24,1,28400,POS회원
c2364edb286,2026-04-22,2026-04-22,1,24400,멤버십
c5adf3ccd72,2026-03-30,2026-08-31,6,152500,멤버십
c92598b215a,2026-06-12,2026-06-12,1,19800,배달재주문
cc9d3da7ed1,2025-12-04,2025-12-04,1,27100,멤버십
c014e2a063c,2025-12-26,2026-08-04,4,85700,예약
c38c87990e4,2025-11-08,2025-11-08,1,25900,POS회원
c7042c8746f,2025-11-29,2025-11-29,1,28800,예약
ca7bd174fd2,2026-05-14,2026-05-14,1,20400,예약
cdf37665ad8,2026-03-29,2026-03-29,1,26400,예약
c16b1b6f0f4,2025-09-11,2025-09-11,1,24900,배달재주문
c4e2c052810,2026-04-15,2026-08-31,7,141800,배달재주문
c85a654e47f,2026-06-04,2026-06-04,1,24300,POS회원
cbd20a3046a,2026-04-22,2026-08-31,8,215400,멤버십
cf49af2bcc3,2026-04-28,2026-08-04,3,74500,멤버십
c2c15420f21,2026-01-02,2026-01-02,1,28000,멤버십
c638f91a368,2026-03-08,2026-03-08,1,19200,예약
c9b09e0d330,2026-04-18,2026-04-18,1,28100,POS회원
cd2842f22a8,2026-06-11,2026-06-11,1,25500,POS회원
c09fe7fd5db,2025-11-23,2025-11-23,1,20500,배달재주문
c4178cee424,2026-05-25,2026-05-25,1,23100,배달재주문
c78f31d3e65,2025-12-02,2026-02-12,5,133000,POS회원
cb06d6c4b13,2026-03-29,2026-08-31,9,200600,예약
ce7e7bb153e,2025-10-14,2025-10-14,1,19000,멤버십
c1f620bbb0b,2026-06-11,2026-06-11,1,22700,예약
c56dc5a803b,2025-12-19,2026-05-17,5,111600,배달재주문
c8e56a93ca3,2026-04-27,2026-04-27,1,24100,배달재주문
cc5d0f82bdb,2026-02-08,2026-02-08,1,25800,POS회원
cfd4b4730e8,2026-01-08,2026-03-09,8,228700,예약
c34c5973ed2,2025-10-20,2026-01-11,7,185100,POS회원
c6c3fe61a46,2026-01-21,2026-01-21,1,23100,예약
ca3ba35fc06,2025-11-06,2025-12-20,5,126900,배달재주문
cdb3484c182,2025-11-05,2025-11-05,1,27800,POS회원
c12aed46380,2026-03-29,2026-05-16,8,172000,배달재주문
c4a292306a5,2026-07-18,2026-07-18,1,26300,멤버십
c81a3723b80,2026-03-17,2026-03-17,1,20500,멤버십
cb91dc13b0b,2025-11-29,2025-11-29,1,25300,배달재주문
cf098102f18,2025-09-21,2025-09-21,1,25600,POS회원
c281260f979,2026-05-03,2026-05-03,1,28000,POS회원
c5f8caf555b,2025-11-07,2026-02-08,5,129400,멤버십
c9706fe02a1,2025-09-14,2026-01-05,5,108600,멤버십
cce814d0687,2026-04-12,2026-04-12,1,22700,멤버십
c05fb9ddf2d,2025-11-07,2026-02-01,3,83600,배달재주문
c3d75ec14a3,2026-05-22,2026-05-22,1,19800,배달재주문
c74f03bce51,2026-04-14,2026-04-14,1,24900,예약
cac6a8a5b10,2026-04-25,2026-04-25,1,28800,POS회원
ce3e4d96e93,2026-01-23,2026-08-31,8,156000,배달재주문
c1b5f29f1cb,2025-11-22,2026-08-31,2,41300,POS회원
c52d9787a10,2025-10-06,2026-01-29,9,188600,멤버십
c8a53c706c7,2026-03-12,2026-07-08,2,54000,멤버십
cc1ce16a298,2025-09-08,2025-09-08,1,24500,예약
cf94865350e,2025-10-18,2025-12-25,8,158100,POS회원
c30c2b51c24,2026-03-15,2026-03-15,1,19700,멤버십
c683d04cb15,2026-06-04,2026-06-04,1,21800,POS회원
c9fb75337d0,2026-02-03,2026-02-03,1,26000,예약
cd731a22169,2026-07-12,2026-07-12,1,21700,배달재주문
c0eabf21ef3,2026-06-16,2026-06-16,1,25800,배달재주문
c46264161b6,2026-06-17,2026-07-10,3,84800,배달재주문
c7da09010ea,2026-04-05,2026-04-05,1,24400,POS회원
cb51adf2208,2026-04-12,2026-04-12,1,19200,예약
cec952e0d4c,2025-09-27,2025-09-27,1,29000,POS회원
c240f7e6ffd,2026-04-25,2026-04-25,1,23000,POS회원
c5b89cd47de,2026-04-20,2026-04-20,1,25500,POS회원
c93041c761e,2026-05-02,2026-05-02,1,22700,예약
cca7e6b34fb,2025-12-02,2025-12-02,1,23000,배달재주문
c01f8bb905f,2026-01-09,2026-07-29,8,182800,멤버십
c39730aa0a8,2026-06-05,2026-06-05,1,27300,멤버십
c70ed5978de,2026-05-30,2026-08-31,8,164700,POS회원
ca867a83634,2025-11-11,2026-07-09,4,90800,멤버십
cdfe1f7890b,2025-12-31,2025-12-31,1,20600,POS회원
c175c47962d,2026-07-07,2026-08-31,9,248500,POS회원
c4ed6967ce7,2025-09-24,2025-09-24,1,21500,멤버십
c8650e5f1b7,2025-12-09,2025-12-09,1,21500,POS회원
cbdcb34856e,2026-05-19,2026-08-15,8,163300,POS회원
cf54583d92d,2025-10-09,2025-10-09,1,24000,배달재주문
c2cbfd370c8,2026-06-17,2026-07-09,4,91600,POS회원
c643a22af4a,2025-09-01,2025-09-01,1,27400,배달재주문
c9bb471e2a6,2026-05-20,2026-05-20,1,19300,멤버십
cd32ec08774,2026-07-19,2026-07-19,1,27600,배달재주문
c0aa910acd0,2025-10-07,2026-06-19,9,186800,POS회원
c42235f575a,2025-12-23,2025-12-23,1,27700,멤버십
c799dae9707,2025-10-18,2025-10-18,1,19200,POS회원
cb117fd139a,2026-02-18,2026-02-18,1,27800,배달재주문
ce8924cf548,2025-12-15,2026-08-29,8,231100,예약
c200c9cfba2,2026-05-04,2026-08-31,6,133500,배달재주문
c5786eb75a2,2026-06-10,2026-08-31,7,174900,예약
c8f013a0d60,2026-07-01,2026-07-01,1,23100,예약
cc67b89a64d,2026-06-21,2026-06-21,1,28300,배달재주문
cfdf5d8f2ed,2026-04-14,2026-04-14,1,21000,POS회원
c357028d097,2025-10-16,2025-10-16,1,21800,멤버십
c6cea7720a6,2026-07-27,2026-07-27,1,27300,배달재주문
ca464c6d324,2025-11-01,2026-08-24,8,210900,예약
cdbdf15b568,2025-10-26,2026-07-13,6,116900,멤버십
c13596501bc,2026-06-03,2026-08-07,5,112800,POS회원
c4ad3b4b105,2025-09-16,2025-09-16,1,24000,POS회원
c824e03b531,2026-05-18,2026-08-31,5,109200,예약
cb9c8526bb0,2025-10-06,2026-02-09,8,230400,POS회원
cf142a11f4b,2026-02-27,2026-02-27,1,28600,멤버십
c28bcf1ca1a,2025-10-10,2025-10-10,1,26600,배달재주문
c603740077f,2026-01-22,2026-01-22,1,27200,예약
c97b18faf03,2026-02-14,2026-02-14,1,24800,POS회원
ccf2bde30ab,2026-03-14,2026-06-20,8,169100,멤버십
c06a62eb0be,2026-02-17,2026-06-15,6,140200,POS회원
c3e207dffd0,2026-06-20,2026-06-20,1,24300,POS회원
c759accb81f,2026-07-15,2026-07-15,1,20200,배달재주문
cad151bc703,2026-01-27,2026-01-27,1,28000,POS회원
ce48f6a1884,2026-02-22,2026-02-22,1,27400,POS회원
c1c09ba28aa,2026-03-30,2026-03-30,1,20900,POS회원
c5384098c79,2026-03-22,2026-08-31,3,80600,예약
c8afe5881e2,2025-10-17,2025-10-17,1,20000,예약
cc278a73fcc,2025-12-18,2025-12-18,1,24600,예약
cf9f2f64092,2026-06-14,2026-08-31,4,77300,예약
c316d4608ed,2026-05-18,2026-05-18,1,20900,멤버십
c68e795b28e,2025-10-11,2025-11-02,2,54800,배달재주문
ca061e42742,2026-03-16,2026-03-16,1,20600,POS회원
cd7dc339128,2026-03-10,2026-03-10,1,26500,예약
c0f5683091e,2025-11-22,2026-07-23,2,54700,배달재주문
c46d0d2d5a3,2026-06-24,2026-06-24,1,20400,예약
c7e4b21807f,2025-12-01,2026-04-11,7,193600,예약
cb5c5707f73,2026-05-14,2026-05-14,1,24300,POS회원
ced3fbf584e,2026-04-30,2026-04-30,1,23600,예약
c24ba0fb1a7,2025-12-28,2025-12-28,1,19400,배달재주문
c5c345e869b,2025-11-23,2025-11-23,1,20100,멤버십
c93aead15c0,2026-07-22,2026-07-22,1,25300,배달재주문
ccb28fceb3a,2025-09-15,2025-09-15,1,19900,멤버십
c02a34c726b,2025-10-04,2026-01-05,8,176000,예약
c3a1d9b73f8,2026-01-13,2026-08-31,5,134900,배달재주문
c7197ea380d,2025-10-26,2025-10-26,1,22000,예약
ca91239716b,2026-04-25,2026-04-25,1,23700,POS회원
ce08c883667,2025-11-12,2025-11-12,1,19500,POS회원
c1806d89108,2026-03-30,2026-03-30,1,23500,예약
c4f8127d2ce,2026-03-29,2026-03-29,1,26800,멤버십
c86fb76f98b,2025-11-15,2025-11-15,1,21400,멤버십
cbe75c52d3b,2026-07-22,2026-07-22,1,20600,예약
cf5f014a146,2026-01-12,2026-01-12,1,19200,예약
c2d6a6428f0,2026-01-16,2026-01-16,1,22100,POS회원
c64e4b3bc26,2026-07-11,2026-07-11,1,27500,멤버십
c9c5f02852f,2026-05-26,2026-08-31,4,107900,예약
cd3d951eb53,2025-10-25,2026-02-03,7,141000,예약
c0b53a14a4b,2025-10-29,2025-12-27,3,64300,멤버십
c42cdf015a1,2025-09-18,2025-09-18,1,28700,예약
c7a483f33ba,2026-06-11,2026-06-11,1,25200,예약
cb1c28e154f,2025-11-07,2025-11-07,1,24800,POS회원
ce93cdd0163,2026-02-04,2026-05-27,3,61000,배달재주문
c20b72d4766,2025-10-22,2025-10-22,1,23900,배달재주문
c58317c4fa3,2025-09-09,2025-09-09,1,19400,멤버십
c8fabcb1a1b,2026-03-21,2026-03-21,1,19700,배달재주문
cc7261a5969,2026-04-12,2026-04-12,1,23400,POS회원
cfea069d8a5,2026-01-10,2026-06-14,2,46600,배달재주문
c361ab9c6c7,2026-05-31,2026-05-31,1,25400,POS회원
c6d950814f1,2026-05-17,2026-05-17,1,28800,배달재주문
ca50f57b43b,2026-05-14,2026-05-14,1,21500,배달재주문
cdc89a6b484,2026-07-15,2026-08-31,5,107200,배달재주문
c1403f644f9,2026-07-17,2026-08-31,8,202100,배달재주문
c4b7e451c4e,2026-03-21,2026-03-21,1,19300,멤버십
c82f8942e84,2026-04-01,2026-08-31,8,194200,예약
cba72e38b52,2026-04-17,2026-04-17,1,26400,배달재주문
cf1ed321163,2026-01-27,2026-01-27,1,23800,배달재주문
c29678237e9,2026-07-18,2026-07-18,1,23600,POS회원
c60e1d14b3a,2026-07-12,2026-07-12,1,26600,배달재주문
c985c20b9f3,2026-01-13,2026-01-13,1,19700,예약
ccfd66fc07a,2026-03-29,2026-04-09,8,190900,멤버십
c0750bfae3c,2026-03-27,2026-06-20,4,99600,POS회원
c3ecb0e7304,2026-03-17,2026-03-17,1,24700,배달재주문
c76455d488c,2026-05-04,2026-05-04,1,23000,POS회원
cadbfac6eac,2026-02-07,2026-02-07,1,22000,예약
ce539fb8cc3,2026-07-14,2026-08-31,3,74900,예약
c1cb44b1579,2026-07-06,2026-08-31,6,144900,예약
c542e9a3744,2026-04-21,2026-06-27,9,216200,POS회원
c8ba8e985e9,2026-01-28,2026-06-23,3,78700,배달재주문
cc32338f551,2026-06-12,2026-06-12,1,23500,POS회원
cfa9d87787d,2026-07-07,2026-07-07,1,21900,배달재주문
c3217d72134,2025-11-05,2025-11-30,6,133800,멤버십
c6992264beb,2025-10-15,2026-02-03,4,115200,멤버십
ca10c75d800,2025-11-26,2025-11-26,1,23300,예약
cd886c46b27,2026-01-25,2026-03-10,5,130100,멤버십
c100114152f,2025-09-18,2025-10-24,6,123400,배달재주문
c477b639c53,2025-12-29,2025-12-29,1,21300,POS회원
c7ef5b277f1,2025-09-18,2026-04-19,4,85600,예약
cb67001caa3,2026-06-27,2026-06-27,1,24600,예약
cedea5024b6,2026-03-17,2026-03-17,1,22400,멤버십
c2564a0d0bd,2026-02-12,2026-02-12,1,22000,POS회원
c5cdeef3db7,2026-01-29,2026-03-30,3,73200,배달재주문
c94593e6fe4,2025-09-22,2026-02-27,2,52800,배달재주문
ccbd38df855,2026-05-23,2026-05-23,1,20200,POS회원
c034dddbda2,2026-02-22,2026-02-22,1,27400,멤버십
c3ac82c2f37,2026-02-18,2026-02-18,1,19800,예약
c72427b195c,2026-06-10,2026-06-10,1,22300,멤버십
ca9bcca77bf,2026-07-06,2026-08-31,5,141200,POS회원
ce137194f42,2026-06-03,2026-08-31,6,141500,배달재주문
c18b1699a1b,2025-12-08,2025-12-08,1,26000,예약
c502bb8ba04,2025-12-31,2026-08-22,3,61500,POS회원
c87a607d20e,2026-01-12,2026-08-06,8,175200,멤버십
cbf2056776e,2025-11-06,2025-11-06,1,21700,POS회원
cf69aa5a9cc,2026-01-05,2026-01-05,1,24500,멤버십
c2e14f55f57,2025-11-07,2026-06-28,4,102500,POS회원
c658f4442b2,2025-10-08,2025-10-08,1,24500,POS회원
c9d09930d32,2026-03-18,2026-03-18,1,20200,멤버십
cd483e253c7,2025-09-20,2025-09-20,1,28600,POS회원
c0bfe327518,2025-12-19,2026-04-21,5,124300,배달재주문
c437881098f,2025-12-29,2025-12-29,1,24100,멤버십
c7af2d0be36,2026-02-22,2026-02-22,1,20100,예약
cb26d1f82ae,2025-11-30,2025-11-30,1,21700,POS회원
ce9e76e2bef,2026-03-24,2026-03-24,1,19200,배달재주문
c2161be8c03,2025-10-21,2025-10-21,1,28500,예약
c58dc0df855,2026-06-12,2026-06-12,1,24700,예약
c90565cff11,2026-01-17,2026-01-17,1,28300,배달재주문
cc7d0abe4ee,2025-12-15,2025-12-15,1,21400,POS회원
cff4afa688a,2026-01-04,2026-01-04,1,21200,예약
c36c54a8348,2026-05-28,2026-05-28,1,24600,멤버십
c6e3f997ac6,2026-01-12,2026-01-12,1,23500,배달재주문
ca5b9e8d128,2026-06-02,2026-06-02,1,28400,멤버십
cdd3437564c,2026-03-13,2026-03-13,1,23300,멤버십
c14ae87a7eb,2025-11-05,2025-11-05,1,26000,배달재주문
c4c28d60c3f,2025-09-09,2025-09-09,1,19400,멤버십
c83a325a250,2026-06-25,2026-08-31,7,174600,멤버십
cbb1d74cdcb,2025-12-24,2026-08-31,4,99300,예약
cf297c3f657,2025-12-09,2026-08-31,3,64800,멤버십
c2a12139f4d,2025-12-28,2026-07-13,7,178600,POS회원
c618c623038,2025-11-05,2025-11-05,1,27900,멤버십
c9906b1545f,2026-07-13,2026-08-31,4,83000,멤버십
cd08100c1b9,2025-10-20,2025-10-20,1,19400,멤버십
c07fb5040de,2026-07-19,2026-07-19,1,28300,POS회원
c3f759faff7,2025-10-12,2025-11-07,4,81900,멤버십
c76efeee096,2026-07-26,2026-08-31,8,222900,멤버십
cae6a3d595b,2026-02-19,2026-02-19,1,27700,POS회원
ce5e48cb19b,2026-04-30,2026-04-30,1,22800,예약
c1d5edca2f5,2026-06-08,2026-06-08,1,19200,POS회원
c54d92b775a,2025-12-30,2026-08-31,3,70400,멤버십
c8c537afbf3,2026-01-31,2026-01-31,1,19400,POS회원
cc3cdc9889e,2025-09-20,2025-09-20,1,25400,예약
cfb4818c9d5,2025-09-06,2025-09-06,1,20200,POS회원
c32c268c473,2025-12-19,2026-01-25,7,202300,예약
c6a3cb76bf6,2026-04-09,2026-04-09,1,22300,멤버십
ca1b70695a3,2026-04-18,2026-04-18,1,22700,배달재주문
cd9315524e9,2026-07-13,2026-07-13,1,26200,멤버십
c10aba53e04,2026-05-04,2026-08-05,7,196200,예약
c4825f41254,2026-05-29,2026-08-31,5,111200,예약
c7fa04367d6,2026-04-16,2026-08-31,5,124000,배달재주문
cb71a925b93,2026-05-09,2026-06-07,5,98000,POS회원
cee94e1cdbd,2026-02-06,2026-02-06,1,25700,멤버십
c260f31a815,2026-03-28,2026-07-29,6,153900,멤버십
c5d8980207a,2026-07-19,2026-07-19,1,27700,멤버십
c9503cf276d,2026-02-12,2026-07-25,3,71700,배달재주문
ccc7e1eed0d,2025-11-13,2025-11-13,1,23400,POS회원
c03f86e3930,2026-04-14,2026-08-31,8,199300,예약
c3b72bd643f,2026-05-28,2026-05-28,1,22300,예약
c72ed0c2e04,2026-04-02,2026-08-31,6,125500,POS회원
caa675b1e03,2026-01-12,2026-01-12,1,28000,POS회원
ce1e1aa7067,2026-03-11,2026-03-11,1,23100,예약
c195bfa0eff,2025-12-24,2025-12-24,1,20800,배달재주문
c50d649482f,2026-06-29,2026-08-31,4,104600,배달재주문
c8850982ec0,2026-01-07,2026-06-20,4,111300,POS회원
cbfcae7644c,2025-11-01,2025-11-01,1,26900,예약
cf74536b774,2026-01-19,2026-02-09,5,134300,POS회원
c2ebf864172,2026-03-29,2026-03-29,1,28900,예약
c6639d5796e,2026-03-14,2026-08-31,2,54400,멤버십
c9db42492e7,2026-07-04,2026-07-04,1,28000,배달재주문
cd52e73d3d0,2025-11-14,2026-08-31,3,57200,멤버십
c0ca8c39b6a,2025-09-21,2025-12-01,3,80300,배달재주문
c442312b2e2,2025-09-14,2025-09-14,1,19200,POS회원
c7b9d610c60,2026-06-07,2026-06-07,1,21100,배달재주문
cb317b07d70,2026-07-23,2026-07-23,1,19100,멤버십
cea91ff9036,2026-05-30,2026-05-30,1,28600,멤버십
c220c4f736f,2026-04-26,2026-08-16,3,72900,멤버십
c59869e2551,2026-02-02,2026-02-02,1,24200,멤버십
c9100ed8b07,2026-04-30,2026-04-30,1,26200,POS회원
cc87b3c9131,2026-04-19,2026-04-19,1,21900,배달재주문
cfff58bafde,2025-10-22,2025-10-22,1,21900,예약
c376fdbcadb,2025-09-15,2025-09-15,1,21900,배달재주문
c6eea2a6712,2025-09-06,2025-09-06,1,27600,예약
ca6647934d0,2026-01-03,2026-01-03,1,22400,POS회원
cdddec8d6b5,2026-02-21,2026-02-21,1,25600,POS회원
c1559187238,2025-11-06,2025-11-06,1,23800,예약
c4cd367ab53,2026-02-18,2026-05-19,4,89700,예약
c844db68360,2025-12-24,2026-02-23,9,203900,예약
cbbc805e8e5,2025-10-10,2025-10-10,1,25200,배달재주문
cf342549a3d,2026-03-29,2026-08-11,3,60800,배달재주문
c2abca4fe96,2026-07-14,2026-07-14,1,24200,POS회원
c6236f32663,2026-02-09,2026-02-09,1,24200,멤버십
c99b142355a,2025-11-30,2025-11-30,1,27300,예약
cd12b917151,2026-07-03,2026-07-03,1,26100,POS회원
c08a5e1d8f6,2026-02-14,2026-02-14,1,24200,배달재주문
c402030db4d,2026-05-15,2026-08-31,4,90600,배달재주문
c779a7f333b,2026-04-14,2026-08-31,3,84500,멤버십
caf14ceeb0b,2025-09-26,2026-06-22,7,156700,POS회원
ce68f1d5f5f,2025-09-10,2025-09-10,1,26600,예약
c1e096d2305,2026-05-05,2026-05-05,1,25100,예약
c5583bc6584,2025-09-16,2025-09-16,1,21400,배달재주문
c8cfe0bef91,2026-04-29,2026-04-29,1,28300,멤버십
cc4785ac0e1,2026-05-21,2026-05-21,1,26500,멤버십
cfbf2a93a21,2025-12-17,2025-12-17,1,19300,멤버십
c336cf9d9dd,2025-12-27,2026-04-20,3,58600,POS회원
c6ae7482fed,2026-01-27,2026-01-27,1,24700,멤버십
ca261975b07,2026-01-02,2026-06-14,4,86600,배달재주문
cd9dbe6e833,2026-05-19,2026-08-31,6,146400,예약
c1156364262,2025-12-30,2026-07-08,7,142400,멤버십
c48d0852eea,2026-01-14,2026-08-06,3,69700,배달재주문
c804ad4c298,2026-02-04,2026-02-04,1,20800,멤버십
cb7c5231ee4,2026-01-25,2026-01-25,1,26500,배달재주문
cef3f728ca7,2025-11-24,2025-11-24,1,23300,멤버십
c26b9c29531,2026-01-02,2026-04-23,6,136800,POS회원
c5e3411a7ae,2026-04-10,2026-04-10,1,22900,멤버십
c95ae60a56c,2026-07-09,2026-08-31,3,85600,POS회원
ccd28af6794,2025-12-19,2025-12-19,1,20200,배달재주문
c04a2ff5ce1,2025-12-08,2025-12-08,1,22900,POS회원
c3c1d4e3b39,2026-07-04,2026-07-04,1,28500,배달재주문
c73979d37bb,2025-12-15,2026-07-13,2,40500,예약
cab11ec3d59,2025-10-06,2025-10-06,1,24300,배달재주문
ce28c3b1bd9,2026-03-03,2026-03-03,1,21100,예약
c1a068be414,2025-12-15,2025-12-15,1,20600,멤버십
c5180da6ea2,2025-11-20,2025-11-20,1,22600,POS회원
c88fb2985ee,2025-11-05,2025-11-05,1,24100,예약
cc075787d98,2026-03-31,2026-08-31,3,85600,멤버십
cf7efc7697f,2026-04-13,2026-04-13,1,21600,POS회원
c2f6a174ccf,2026-01-29,2026-05-23,3,64900,예약
c66e466f96f,2026-07-18,2026-08-24,9,226100,POS회원
c9e5eb54d2c,2026-04-07,2026-04-07,1,25800,POS회원
cd5d904b5c8,2026-06-30,2026-06-30,1,23000,배달재주문
c0d53548201,2026-06-16,2026-08-31,6,147400,배달재주문
c44cda3da08,2025-10-13,2026-06-29,3,58700,예약
c7c47f2f391,2026-01-07,2026-01-07,1,23000,멤버십
cb3c2412cef,2026-05-03,2026-05-03,1,20500,멤버십
ceb3c90c7fa,2026-03-30,2026-03-30,1,22700,배달재주문
c22b6e06a26,2026-07-06,2026-08-31,3,60700,예약
c5a312f2418,2026-07-21,2026-08-31,8,221900,배달재주문
c91ab7eb10c,2025-10-15,2025-10-15,1,24600,예약
cc925cd7d6f,2026-05-12,2026-08-31,5,132900,멤버십
c00a01dcfd7,2026-01-17,2026-07-21,3,67900,예약
c381a6cf53c,2025-12-17,2026-07-16,6,141200,멤버십
c6f94bb2c42,2026-03-15,2026-03-15,1,26700,POS회원
ca70f0adb53,2026-06-14,2026-06-14,1,26500,예약
cde895962fa,2025-09-05,2025-09-05,1,19100,POS회원
c1603a96586,2025-10-17,2025-10-17,1,26400,멤버십
c4d7df8f278,2025-09-09,2025-09-09,1,28100,멤버십
c84f8475693,2026-04-18,2026-08-31,5,133000,배달재주문
cbc72960805,2026-01-31,2026-01-31,1,28300,예약
cf3ece5a372,2026-05-25,2026-07-05,7,178300,멤버십
c2b6735905a,2025-10-17,2025-11-03,4,83700,멤버십
c62e1845d35,2025-11-04,2025-11-04,1,27600,예약
c9a5bd35083,2026-04-18,2026-04-18,1,26800,배달재주문
cd1d6223d3f,2026-07-27,2026-08-31,7,165600,멤버십
c0950720769,2026-07-18,2026-08-31,3,71500,POS회원
c40cac1fa1c,2026-05-31,2026-07-25,5,134600,멤버십
c784510f658,2026-02-07,2026-02-07,1,28100,예약
cafbf5fc266,2025-10-17,2026-06-21,8,174500,배달재주문
ce739aeed3a,2026-02-22,2026-05-30,6,159500,배달재주문
c1eb3fecc4e,2026-01-14,2026-03-07,4,87900,예약
c562e4d26ec,2026-02-02,2026-02-02,1,25400,예약
c8da89c3ccb,2026-07-01,2026-07-01,1,22400,멤버십
cc522eb00c2,2026-07-16,2026-07-16,1,27700,예약
cfc9d3a4596,2025-10-03,2025-10-03,1,28500,POS회원
c34178a6087,2026-03-30,2026-03-30,1,20600,POS회원
c6b91d9e061,2025-11-18,2025-12-18,3,76000,POS회원
ca30c287041,2026-01-13,2026-01-13,1,20000,POS회원
cda86777da0,2025-12-07,2025-12-07,1,24500,POS회원
c1200c71d7c,2026-06-23,2026-07-03,6,117900,예약
c497b1680f6,2026-01-07,2026-01-07,1,25700,예약
c80f5658095,2026-07-24,2026-08-31,7,152900,예약
cb86fb4eaed,2025-11-10,2025-11-10,1,22000,예약
cefea035b95,2026-06-03,2026-08-09,3,70400,POS회원
c2764539544,2026-07-22,2026-07-22,1,21100,POS회원
c5edea2ad0e,2026-01-12,2026-01-12,1,28300,멤버십
c9658f1913a,2025-10-21,2025-10-21,1,28000,배달재주문
ccdd340fe69,2026-04-28,2026-08-31,7,143900,멤버십
c054d908c2a,2026-02-08,2026-02-08,1,21000,예약
c3cc7dfb0f9,2026-02-26,2026-02-26,1,25900,POS회원
c74422ef4fd,2026-05-18,2026-05-18,1,19700,멤버십
cabbc7dd963,2026-03-29,2026-03-29,1,26900,예약
ce336cca40b,2026-02-25,2026-05-13,4,87700,POS회원
c1ab11cfef1,2026-07-22,2026-08-31,2,40000,예약
c522b6bf3d3,2026-06-23,2026-06-23,1,21500,멤버십
c89a5ba04ca,2026-04-09,2026-04-09,1,19900,멤버십
cc12009e10c,2026-07-11,2026-08-31,5,98200,멤버십
cf89a583fb6,2026-03-29,2026-03-29,1,21800,멤버십
c3014a841ac,2025-11-05,2025-12-11,4,102400,멤버십
c678ef73601,2025-11-10,2026-03-02,4,112100,POS회원
c9f0946750c,2026-03-13,2026-03-13,1,24500,멤버십
cd6839548e6,2026-07-17,2026-07-17,1,25200,POS회원
c0dfde5363e,2025-12-01,2026-04-04,5,111100,멤버십
c457834f524,2025-11-21,2025-11-21,1,28000,POS회원
c7cf2839b78,2026-03-23,2026-04-15,4,101100,멤버십
cb46cd26568,2025-12-21,2025-12-21,1,20400,멤버십
cebe721052c,2025-10-28,2025-10-28,1,22800,멤버십
c2361714333,2025-10-14,2025-10-14,1,19900,POS회원
c5adbc08851,2026-01-18,2026-08-19,6,147800,POS회원
c92560f395c,2026-06-26,2026-08-31,6,124300,예약
cc9d05efcdd,2026-04-05,2026-05-11,8,229400,예약
c014aae58ab,2026-06-02,2026-07-18,9,175400,멤버십
c38c4fd6c2c,2026-06-27,2026-06-27,1,27300,배달재주문
c703f4c8e8f,2026-01-10,2026-01-10,1,19500,POS회원
ca7b99b682c,2026-07-20,2026-07-20,1,23100,POS회원
cdf33ea2133,2026-05-01,2026-05-01,1,20100,배달재주문
c16ae3a7c7c,2026-02-05,2026-04-30,8,224700,POS회원
c4e28899678,2026-01-24,2026-01-24,1,26700,POS회원
c85a2d827ee,2026-05-13,2026-05-13,1,28700,POS회원
cbd1d2793ad,2026-04-03,2026-07-15,6,164300,POS회원
cf497769acf,2026-07-16,2026-07-16,1,27500,POS회원
c2c11c6edf9,2025-11-28,2026-01-02,5,95200,예약
c638c155e4d,2025-09-30,2026-03-18,4,104400,POS회원
c9b0664e473,2026-02-28,2026-02-28,1,19200,멤버십
cd280b319ae,2025-12-11,2025-12-11,1,24100,멤버십
c09fb030efd,2026-04-16,2026-04-16,1,22100,멤버십
c417552f7de,2026-04-21,2026-05-03,8,161400,배달재주문
c78efa1fb84,2025-09-11,2025-09-11,1,24300,배달재주문
cb069f0103c,2026-02-02,2026-08-31,4,88700,POS회원
ce7e43f599d,2026-01-20,2026-01-20,1,19200,POS회원
