거래일시,입금액,출금액,잔액,거래상대방,적요
2026-07-11 09:12,654040,0,26969090,카드정산사,카드 매출 정산 입금
2026-07-11 09:56,0,238800,26730290,망원시장 상회,식재료비
2026-07-12 09:12,907180,0,27637470,카드정산사,카드 매출 정산 입금
2026-07-12 20:40,279000,0,27916470,자동입출금기,현금 매출 입금
2026-07-12 08:45,0,245900,27670570,망원시장 상회,식재료비
2026-07-13 09:12,797850,0,28468420,카드정산사,카드 매출 정산 입금
2026-07-14 09:12,526970,0,28995390,카드정산사,카드 매출 정산 입금
2026-07-14 09:13,0,195700,28799690,망원시장 상회,식재료비
2026-07-14 10:10,0,223900,28575790,한빛수산,수산물 매입
2026-07-15 20:40,102000,0,28677790,자동입출금기,현금 매출 입금
2026-07-15 08:04,0,251900,28425890,망원시장 상회,식재료비
2026-07-15 09:11,0,207800,28218090,한빛수산,수산물 매입
2026-07-16 09:12,528940,0,28747030,카드정산사,카드 매출 정산 입금
2026-07-17 09:12,748600,0,29495630,카드정산사,카드 매출 정산 입금
2026-07-17 09:15,0,218900,29276730,망원시장 상회,식재료비
2026-07-18 09:12,645170,0,29921900,카드정산사,카드 매출 정산 입금
2026-07-18 20:40,224000,0,30145900,자동입출금기,현금 매출 입금
2026-07-19 09:12,948550,0,31094450,카드정산사,카드 매출 정산 입금
2026-07-20 09:12,814590,0,31909040,카드정산사,카드 매출 정산 입금
2026-07-20 14:00,0,1236000,30673040,기타 운영비,공과금·소모품·수수료
2026-07-21 09:12,598090,0,31271130,카드정산사,카드 매출 정산 입금
2026-07-21 20:40,273000,0,31544130,자동입출금기,현금 매출 입금
2026-07-21 09:58,0,174200,31369930,한빛수산,수산물 매입
2026-07-21 10:10,0,192200,31177730,우리쌀도정,곡물 매입
2026-07-22 09:12,559480,0,31737210,카드정산사,카드 매출 정산 입금
2026-07-22 09:28,0,241600,31495610,망원시장 상회,식재료비
2026-07-23 09:12,602820,0,32098430,카드정산사,카드 매출 정산 입금
2026-07-23 08:26,0,224700,31873730,망원시장 상회,식재료비
2026-07-23 10:27,0,226200,31647530,우리쌀도정,곡물 매입
2026-07-24 09:12,553570,0,32201100,카드정산사,카드 매출 정산 입금
2026-07-24 20:40,305000,0,32506100,자동입출금기,현금 매출 입금
2026-07-24 09:25,0,242300,32263800,망원시장 상회,식재료비
2026-07-25 09:12,513180,0,32776980,카드정산사,카드 매출 정산 입금
2026-07-25 09:00,0,780000,31996980,한빛은행 대출상환,대출 원리금 상환
2026-07-25 09:00,0,370000,31626980,소상공인정책자금 상환,대출 원리금 상환
2026-07-26 09:12,852020,0,32479000,카드정산사,카드 매출 정산 입금
2026-07-26 08:02,0,201400,32277600,망원시장 상회,식재료비
2026-07-27 09:12,683590,0,32961190,카드정산사,카드 매출 정산 입금
2026-07-27 20:40,47000,0,33008190,자동입출금기,현금 매출 입금
2026-07-28 09:12,442260,0,33450450,카드정산사,카드 매출 정산 입금
2026-07-29 09:38,0,260400,33190050,한빛수산,수산물 매입
2026-07-30 09:12,480680,0,33670730,카드정산사,카드 매출 정산 입금
2026-07-30 20:40,214000,0,33884730,자동입출금기,현금 매출 입금
2026-07-30 08:15,0,197300,33687430,망원시장 상회,식재료비
2026-07-30 09:17,0,242900,33444530,우리쌀도정,곡물 매입
2026-07-31 09:12,461960,0,33906490,카드정산사,카드 매출 정산 입금
2026-07-31 09:11,0,199600,33706890,망원시장 상회,식재료비
2026-07-31 10:13,0,259000,33447890,한빛수산,수산물 매입
2026-08-01 09:12,560460,0,34008350,카드정산사,카드 매출 정산 입금
2026-08-01 10:13,0,181400,33826950,우리쌀도정,곡물 매입
2026-08-02 09:12,750570,0,34577520,카드정산사,카드 매출 정산 입금
2026-08-02 08:06,0,195300,34382220,망원시장 상회,식재료비
2026-08-03 09:12,692450,0,35074670,카드정산사,카드 매출 정산 입금
2026-08-03 20:40,198000,0,35272670,자동입출금기,현금 매출 입금
2026-08-03 08:33,0,240900,35031770,망원시장 상회,식재료비
2026-08-03 08:16,0,169900,34861870,한빛수산,수산물 매입
2026-08-04 09:12,491510,0,35353380,카드정산사,카드 매출 정산 입금
2026-08-04 10:09,0,239300,35114080,망원시장 상회,식재료비
2026-08-05 09:12,571300,0,35685380,카드정산사,카드 매출 정산 입금
2026-08-05 09:21,0,196600,35488780,망원시장 상회,식재료비
2026-08-05 08:27,0,164300,35324480,한빛수산,수산물 매입
2026-08-05 10:00,0,2300000,33024480,한빛빌딩 임대,월 임차료
2026-08-05 10:00,0,240000,32784480,관리사무소,공용관리비
2026-08-06 09:12,571300,0,33355780,카드정산사,카드 매출 정산 입금
2026-08-06 20:40,167000,0,33522780,자동입출금기,현금 매출 입금
2026-08-06 10:05,0,209800,33312980,망원시장 상회,식재료비
2026-08-07 09:12,633350,0,33946330,카드정산사,카드 매출 정산 입금
2026-08-07 09:28,0,260300,33686030,망원시장 상회,식재료비
2026-08-08 09:12,669800,0,34355830,카드정산사,카드 매출 정산 입금
2026-08-08 08:53,0,186800,34169030,망원시장 상회,식재료비
2026-08-08 09:18,0,206600,33962430,한빛수산,수산물 매입
2026-08-09 09:12,785040,0,34747470,카드정산사,카드 매출 정산 입금
2026-08-09 20:40,106000,0,34853470,자동입출금기,현금 매출 입금
2026-08-09 10:58,0,262800,34590670,망원시장 상회,식재료비
2026-08-09 09:11,0,261300,34329370,한빛수산,수산물 매입
2026-08-09 10:18,0,215600,34113770,우리쌀도정,곡물 매입
2026-08-10 09:12,785040,0,34898810,카드정산사,카드 매출 정산 입금
2026-08-10 11:30,0,5716000,29182810,급여이체,직원 급여
2026-08-11 09:12,618580,0,29801390,카드정산사,카드 매출 정산 입금
2026-08-11 10:43,0,187100,29614290,한빛수산,수산물 매입
2026-08-12 20:40,40000,0,29654290,자동입출금기,현금 매출 입금
2026-08-12 10:31,0,242500,29411790,망원시장 상회,식재료비
2026-08-13 09:12,561450,0,29973240,카드정산사,카드 매출 정산 입금
2026-08-13 10:46,0,218400,29754840,망원시장 상회,식재료비
2026-08-13 10:51,0,172000,29582840,한빛수산,수산물 매입
2026-08-13 09:23,0,181300,29401540,우리쌀도정,곡물 매입
2026-08-14 09:12,603800,0,30005340,카드정산사,카드 매출 정산 입금
2026-08-14 09:31,0,260200,29745140,망원시장 상회,식재료비
2026-08-14 09:10,0,236700,29508440,한빛수산,수산물 매입
2026-08-14 09:38,0,222500,29285940,우리쌀도정,곡물 매입
2026-08-15 09:12,579180,0,29865120,카드정산사,카드 매출 정산 입금
2026-08-15 20:40,183000,0,30048120,자동입출금기,현금 매출 입금
2026-08-16 09:12,941660,0,30989780,카드정산사,카드 매출 정산 입금
2026-08-16 10:24,0,242900,30746880,우리쌀도정,곡물 매입
2026-08-17 09:12,722000,0,31468880,카드정산사,카드 매출 정산 입금
2026-08-17 10:52,0,195200,31273680,망원시장 상회,식재료비
2026-08-18 09:12,512200,0,31785880,카드정산사,카드 매출 정산 입금
2026-08-18 20:40,130000,0,31915880,자동입출금기,현금 매출 입금
2026-08-18 10:20,0,252000,31663880,망원시장 상회,식재료비
2026-08-18 10:33,0,159300,31504580,한빛수산,수산물 매입
2026-08-19 09:12,389070,0,31893650,카드정산사,카드 매출 정산 입금
2026-08-20 09:12,537810,0,32431460,카드정산사,카드 매출 정산 입금
2026-08-20 10:39,0,211300,32220160,망원시장 상회,식재료비
2026-08-20 09:48,0,191300,32028860,우리쌀도정,곡물 매입
2026-08-20 14:00,0,1225000,30803860,기타 운영비,공과금·소모품·수수료
2026-08-21 09:12,740720,0,31544580,카드정산사,카드 매출 정산 입금
2026-08-21 20:40,346000,0,31890580,자동입출금기,현금 매출 입금
2026-08-21 10:35,0,192300,31698280,망원시장 상회,식재료비
2026-08-21 10:27,0,232800,31465480,한빛수산,수산물 매입
2026-08-22 09:12,668810,0,32134290,카드정산사,카드 매출 정산 입금
2026-08-22 10:10,0,222100,31912190,망원시장 상회,식재료비
2026-08-22 10:11,0,194000,31718190,우리쌀도정,곡물 매입
2026-08-23 09:12,809670,0,32527860,카드정산사,카드 매출 정산 입금
2026-08-24 09:12,768300,0,33296160,카드정산사,카드 매출 정산 입금
2026-08-24 20:40,41000,0,33337160,자동입출금기,현금 매출 입금
2026-08-25 09:12,656310,0,33993470,카드정산사,카드 매출 정산 입금
2026-08-25 09:00,0,780000,33213470,한빛은행 대출상환,대출 원리금 상환
2026-08-25 09:00,0,370000,32843470,소상공인정책자금 상환,대출 원리금 상환
2026-08-27 09:12,438820,0,33282290,카드정산사,카드 매출 정산 입금
2026-08-27 20:40,144000,0,33426290,자동입출금기,현금 매출 입금
2026-08-28 09:12,474770,0,33901060,카드정산사,카드 매출 정산 입금
2026-08-29 09:12,610700,0,34511760,카드정산사,카드 매출 정산 입금
2026-08-30 09:12,659950,0,35171710,카드정산사,카드 매출 정산 입금
2026-08-30 20:40,338000,0,35509710,자동입출금기,현금 매출 입금
2026-08-31 09:12,838920,0,36348630,카드정산사,카드 매출 정산 입금
2026-08-31 21:00,126000,0,36474630,자동입출금기,현금 매출 입금
