영업일,결제시각,주문금액,결제수단,메뉴,수량,취소환불액
2026-04-16,17:58,17000,간편결제,소복 정식,1,0
2026-04-16,18:08,52000,카드,보리굴비 정식,2,0
2026-04-16,18:41,13000,카드,들기름 고등어 한상,1,0
2026-04-16,18:43,27000,간편결제,동치미 국수,3,0
2026-04-16,18:58,6000,카드,계란말이 추가,1,0
2026-04-16,19:13,21000,카드,묵은지 김치찜,1,0
2026-04-16,19:26,17000,카드,소복 정식,1,0
2026-04-16,20:09,26000,카드,보리굴비 정식,1,0
2026-04-16,20:14,18000,카드,동치미 국수,2,0
2026-04-16,20:30,30000,카드,제철 반상,2,0
2026-04-16,20:45,13000,간편결제,들기름 고등어 한상,1,13000
2026-04-16,20:57,21000,카드,묵은지 김치찜,1,0
2026-04-17,11:08,17000,카드,소복 정식,1,0
2026-04-17,11:25,21000,카드,묵은지 김치찜,1,21000
2026-04-17,11:28,6000,카드,계란말이 추가,1,0
2026-04-17,11:31,17000,간편결제,소복 정식,1,0
2026-04-17,12:06,9000,카드,동치미 국수,1,0
2026-04-17,12:12,9000,카드,동치미 국수,1,0
2026-04-17,12:20,26000,카드,보리굴비 정식,1,0
2026-04-17,12:23,34000,카드,소복 정식,2,0
2026-04-17,12:33,18000,카드,동치미 국수,2,0
2026-04-17,12:42,26000,카드,들기름 고등어 한상,2,0
2026-04-17,12:43,26000,카드,보리굴비 정식,1,0
2026-04-17,13:22,26000,카드,들기름 고등어 한상,2,0
2026-04-17,13:24,26000,카드,보리굴비 정식,1,0
2026-04-17,13:47,6000,간편결제,계란말이 추가,1,0
2026-04-17,13:51,78000,카드,보리굴비 정식,3,0
2026-04-17,17:37,15000,카드,제철 반상,1,0
2026-04-17,17:39,15000,카드,제철 반상,1,0
2026-04-17,18:04,21000,간편결제,묵은지 김치찜,1,0
2026-04-17,18:19,21000,간편결제,묵은지 김치찜,1,0
2026-04-17,18:44,9000,간편결제,동치미 국수,1,0
2026-04-17,18:50,17000,카드,소복 정식,1,0
2026-04-17,19:06,26000,카드,보리굴비 정식,1,0
2026-04-17,19:13,27000,카드,동치미 국수,3,0
2026-04-17,19:18,17000,간편결제,소복 정식,1,0
2026-04-17,19:25,26000,카드,들기름 고등어 한상,2,0
2026-04-17,19:30,42000,카드,묵은지 김치찜,2,0
2026-04-17,19:37,13000,카드,들기름 고등어 한상,1,0
2026-04-17,19:38,15000,카드,제철 반상,1,0
2026-04-17,19:47,15000,간편결제,제철 반상,1,0
2026-04-17,19:48,26000,간편결제,보리굴비 정식,1,0
2026-04-17,19:58,27000,카드,동치미 국수,3,0
2026-04-17,20:11,21000,카드,묵은지 김치찜,1,0
2026-04-17,20:24,26000,카드,보리굴비 정식,1,0
2026-04-17,20:35,15000,간편결제,제철 반상,1,0
2026-04-17,20:40,17000,간편결제,소복 정식,1,0
2026-04-17,20:44,13000,간편결제,들기름 고등어 한상,1,0
2026-04-18,11:00,6000,카드,계란말이 추가,1,0
2026-04-18,11:07,26000,카드,보리굴비 정식,1,0
2026-04-18,11:13,6000,카드,계란말이 추가,1,0
2026-04-18,11:15,26000,카드,보리굴비 정식,1,0
2026-04-18,11:19,26000,카드,보리굴비 정식,1,0
2026-04-18,11:42,15000,카드,제철 반상,1,0
2026-04-18,11:43,9000,카드,동치미 국수,1,0
2026-04-18,11:50,26000,카드,보리굴비 정식,1,0
2026-04-18,12:10,15000,현금,제철 반상,1,0
2026-04-18,12:16,26000,카드,보리굴비 정식,1,0
2026-04-18,12:17,15000,카드,제철 반상,1,15000
2026-04-18,12:19,9000,카드,동치미 국수,1,0
2026-04-18,12:24,15000,카드,제철 반상,1,0
2026-04-18,12:40,13000,간편결제,들기름 고등어 한상,1,0
2026-04-18,12:43,17000,현금,소복 정식,1,0
2026-04-18,13:09,26000,카드,보리굴비 정식,1,0
2026-04-18,13:40,9000,간편결제,동치미 국수,1,0
2026-04-18,13:50,6000,카드,계란말이 추가,1,0
2026-04-18,13:52,15000,현금,제철 반상,1,0
2026-04-18,17:24,15000,카드,제철 반상,1,15000
2026-04-18,17:50,42000,현금,묵은지 김치찜,2,0
2026-04-18,17:50,21000,간편결제,묵은지 김치찜,1,0
2026-04-18,17:58,13000,카드,들기름 고등어 한상,1,0
2026-04-18,17:58,34000,카드,소복 정식,2,0
2026-04-18,18:00,13000,카드,들기름 고등어 한상,1,0
2026-04-18,18:02,26000,카드,들기름 고등어 한상,2,0
2026-04-18,18:13,18000,카드,동치미 국수,2,0
2026-04-18,18:15,6000,카드,계란말이 추가,1,0
2026-04-18,18:40,15000,카드,제철 반상,1,0
2026-04-18,18:51,78000,카드,보리굴비 정식,3,0
2026-04-18,18:56,6000,카드,계란말이 추가,1,0
2026-04-18,18:57,26000,카드,보리굴비 정식,1,0
2026-04-18,19:28,12000,현금,계란말이 추가,2,0
2026-04-18,19:38,26000,카드,보리굴비 정식,1,0
2026-04-18,19:47,30000,간편결제,제철 반상,2,0
2026-04-18,19:47,52000,간편결제,보리굴비 정식,2,0
2026-04-18,19:50,15000,간편결제,제철 반상,1,0
2026-04-18,20:14,26000,카드,보리굴비 정식,1,0
2026-04-18,20:42,21000,카드,묵은지 김치찜,1,0
2026-04-18,20:52,17000,간편결제,소복 정식,1,0
2026-04-18,20:52,13000,카드,들기름 고등어 한상,1,0
2026-04-19,11:24,15000,카드,제철 반상,1,0
2026-04-19,11:27,26000,현금,보리굴비 정식,1,0
2026-04-19,11:40,17000,현금,소복 정식,1,0
2026-04-19,11:52,26000,카드,들기름 고등어 한상,2,0
2026-04-19,12:29,9000,카드,동치미 국수,1,0
2026-04-19,12:50,13000,간편결제,들기름 고등어 한상,1,0
2026-04-19,13:10,21000,카드,묵은지 김치찜,1,0
2026-04-19,13:42,21000,카드,묵은지 김치찜,1,0
2026-04-19,13:46,13000,카드,들기름 고등어 한상,1,0
2026-04-19,17:11,26000,간편결제,보리굴비 정식,1,0
2026-04-19,17:33,21000,카드,묵은지 김치찜,1,0
2026-04-19,17:43,18000,카드,동치미 국수,2,0
2026-04-19,18:04,17000,카드,소복 정식,1,0
2026-04-19,18:07,17000,카드,소복 정식,1,0
2026-04-19,18:21,17000,카드,소복 정식,1,0
2026-04-19,18:40,9000,카드,동치미 국수,1,0
2026-04-19,18:54,17000,현금,소복 정식,1,0
2026-04-19,18:58,13000,카드,들기름 고등어 한상,1,0
2026-04-19,19:06,9000,카드,동치미 국수,1,0
2026-04-19,19:09,6000,카드,계란말이 추가,1,0
2026-04-19,19:09,52000,카드,보리굴비 정식,2,0
2026-04-19,19:10,12000,현금,계란말이 추가,2,0
2026-04-19,19:17,15000,카드,제철 반상,1,0
2026-04-19,19:37,26000,카드,보리굴비 정식,1,0
2026-04-19,19:38,6000,카드,계란말이 추가,1,0
2026-04-19,19:43,9000,카드,동치미 국수,1,0
2026-04-19,20:09,26000,간편결제,보리굴비 정식,1,0
2026-04-19,20:20,21000,카드,묵은지 김치찜,1,0
2026-04-19,20:21,6000,현금,계란말이 추가,1,0
2026-04-19,20:28,13000,카드,들기름 고등어 한상,1,0
2026-04-19,20:47,17000,카드,소복 정식,1,0
2026-04-19,20:48,52000,카드,보리굴비 정식,2,0
2026-04-20,11:07,9000,카드,동치미 국수,1,0
2026-04-20,11:27,9000,카드,동치미 국수,1,0
2026-04-20,11:30,26000,카드,보리굴비 정식,1,0
2026-04-20,11:37,15000,카드,제철 반상,1,0
2026-04-20,11:39,9000,카드,동치미 국수,1,0
2026-04-20,11:51,21000,카드,묵은지 김치찜,1,0
2026-04-20,12:03,30000,카드,제철 반상,2,0
2026-04-20,12:08,52000,카드,보리굴비 정식,2,0
2026-04-20,12:42,52000,카드,보리굴비 정식,2,0
2026-04-20,13:41,17000,카드,소복 정식,1,0
2026-04-20,17:06,30000,간편결제,제철 반상,2,0
2026-04-20,17:35,17000,현금,소복 정식,1,0
2026-04-20,18:05,9000,카드,동치미 국수,1,0
2026-04-20,18:10,6000,카드,계란말이 추가,1,0
2026-04-20,18:43,6000,카드,계란말이 추가,1,0
2026-04-20,19:30,9000,카드,동치미 국수,1,0
2026-04-20,19:34,6000,카드,계란말이 추가,1,0
2026-04-20,19:58,21000,카드,묵은지 김치찜,1,0
2026-04-20,20:06,15000,카드,제철 반상,1,0
2026-04-20,20:19,15000,카드,제철 반상,1,0
2026-04-20,20:20,34000,간편결제,소복 정식,2,0
2026-04-20,20:25,26000,카드,보리굴비 정식,1,0
2026-04-20,20:30,18000,카드,동치미 국수,2,0
2026-04-20,20:50,6000,카드,계란말이 추가,1,0
2026-04-21,11:33,9000,카드,동치미 국수,1,0
2026-04-21,11:38,39000,간편결제,들기름 고등어 한상,3,0
2026-04-21,11:57,15000,카드,제철 반상,1,0
2026-04-21,12:03,13000,간편결제,들기름 고등어 한상,1,0
2026-04-21,12:24,15000,카드,제철 반상,1,0
2026-04-21,12:35,17000,카드,소복 정식,1,0
2026-04-21,12:42,13000,현금,들기름 고등어 한상,1,0
2026-04-21,12:53,13000,현금,들기름 고등어 한상,1,0
2026-04-21,13:08,21000,현금,묵은지 김치찜,1,21000
2026-04-21,13:10,6000,카드,계란말이 추가,1,0
2026-04-21,13:36,26000,카드,보리굴비 정식,1,0
2026-04-21,17:00,26000,카드,보리굴비 정식,1,0
2026-04-21,17:04,18000,카드,동치미 국수,2,0
2026-04-21,17:24,6000,간편결제,계란말이 추가,1,0
2026-04-21,17:27,15000,카드,제철 반상,1,0
2026-04-21,17:30,30000,간편결제,제철 반상,2,0
2026-04-21,17:36,17000,카드,소복 정식,1,0
2026-04-21,18:33,12000,카드,계란말이 추가,2,0
2026-04-21,18:37,18000,카드,동치미 국수,2,0
2026-04-21,18:55,13000,간편결제,들기름 고등어 한상,1,0
2026-04-21,19:38,30000,카드,제철 반상,2,0
2026-04-21,20:19,34000,카드,소복 정식,2,0
2026-04-21,20:27,26000,현금,보리굴비 정식,1,0
2026-04-21,20:29,13000,카드,들기름 고등어 한상,1,0
2026-04-21,20:55,13000,간편결제,들기름 고등어 한상,1,0
2026-04-22,11:19,9000,카드,동치미 국수,1,0
2026-04-22,11:25,18000,카드,동치미 국수,2,0
2026-04-22,11:44,9000,카드,동치미 국수,1,0
2026-04-22,11:58,13000,카드,들기름 고등어 한상,1,0
2026-04-22,12:14,17000,간편결제,소복 정식,1,0
2026-04-22,12:19,21000,카드,묵은지 김치찜,1,21000
2026-04-22,12:31,78000,카드,보리굴비 정식,3,0
2026-04-22,12:33,9000,카드,동치미 국수,1,0
2026-04-22,12:52,78000,카드,보리굴비 정식,3,0
2026-04-22,12:55,15000,카드,제철 반상,1,0
2026-04-22,13:05,12000,카드,계란말이 추가,2,0
2026-04-22,13:12,6000,현금,계란말이 추가,1,0
2026-04-22,13:36,21000,카드,묵은지 김치찜,1,0
2026-04-22,13:48,21000,카드,묵은지 김치찜,1,0
2026-04-22,17:17,21000,카드,묵은지 김치찜,1,0
2026-04-22,17:28,30000,간편결제,제철 반상,2,0
2026-04-22,18:05,9000,카드,동치미 국수,1,0
2026-04-22,18:59,17000,카드,소복 정식,1,0
2026-04-22,19:00,39000,카드,들기름 고등어 한상,3,0
2026-04-22,19:02,27000,카드,동치미 국수,3,0
2026-04-22,19:12,26000,카드,보리굴비 정식,1,0
2026-04-22,19:30,26000,카드,보리굴비 정식,1,0
2026-04-22,19:55,52000,카드,보리굴비 정식,2,0
2026-04-22,20:23,9000,카드,동치미 국수,1,0
2026-04-22,20:26,51000,현금,소복 정식,3,0
2026-04-22,20:45,12000,카드,계란말이 추가,2,0
2026-04-22,20:51,6000,간편결제,계란말이 추가,1,0
2026-04-23,11:16,9000,카드,동치미 국수,1,0
2026-04-23,11:17,17000,카드,소복 정식,1,0
2026-04-23,11:41,6000,카드,계란말이 추가,1,0
2026-04-23,11:43,13000,간편결제,들기름 고등어 한상,1,0
2026-04-23,11:46,52000,현금,보리굴비 정식,2,0
2026-04-23,11:48,26000,카드,보리굴비 정식,1,0
2026-04-23,11:52,26000,카드,보리굴비 정식,1,0
2026-04-23,12:08,9000,카드,동치미 국수,1,0
2026-04-23,12:08,15000,현금,제철 반상,1,0
2026-04-23,12:12,6000,카드,계란말이 추가,1,0
2026-04-23,12:12,17000,카드,소복 정식,1,0
2026-04-23,12:29,18000,현금,동치미 국수,2,0
2026-04-23,12:46,9000,카드,동치미 국수,1,0
2026-04-23,13:14,18000,카드,동치미 국수,2,0
2026-04-23,13:22,9000,간편결제,동치미 국수,1,0
2026-04-23,13:43,21000,카드,묵은지 김치찜,1,0
2026-04-23,13:46,34000,카드,소복 정식,2,0
2026-04-23,13:49,26000,카드,보리굴비 정식,1,0
2026-04-23,17:06,26000,현금,보리굴비 정식,1,0
2026-04-23,17:16,17000,카드,소복 정식,1,0
2026-04-23,17:27,17000,카드,소복 정식,1,0
2026-04-23,17:37,26000,카드,보리굴비 정식,1,0
2026-04-23,18:08,42000,카드,묵은지 김치찜,2,0
2026-04-23,18:46,15000,카드,제철 반상,1,0
2026-04-23,19:54,78000,간편결제,보리굴비 정식,3,0
2026-04-23,19:55,26000,간편결제,들기름 고등어 한상,2,0
2026-04-23,20:24,9000,카드,동치미 국수,1,0
2026-04-23,20:33,18000,카드,동치미 국수,2,0
2026-04-23,20:40,17000,카드,소복 정식,1,0
2026-04-23,20:55,6000,카드,계란말이 추가,1,0
2026-04-24,11:35,21000,카드,묵은지 김치찜,1,0
2026-04-24,11:42,26000,카드,들기름 고등어 한상,2,0
2026-04-24,11:48,6000,카드,계란말이 추가,1,0
2026-04-24,11:53,26000,카드,보리굴비 정식,1,0
2026-04-24,12:17,34000,카드,소복 정식,2,0
2026-04-24,12:17,26000,카드,들기름 고등어 한상,2,0
2026-04-24,12:34,6000,카드,계란말이 추가,1,0
2026-04-24,12:35,26000,카드,보리굴비 정식,1,0
2026-04-24,12:35,42000,간편결제,묵은지 김치찜,2,0
2026-04-24,12:36,6000,카드,계란말이 추가,1,0
2026-04-24,12:43,9000,카드,동치미 국수,1,0
2026-04-24,13:18,15000,카드,제철 반상,1,0
2026-04-24,13:26,6000,카드,계란말이 추가,1,0
2026-04-24,13:28,13000,현금,들기름 고등어 한상,1,0
2026-04-24,13:43,21000,카드,묵은지 김치찜,1,0
2026-04-24,17:02,26000,카드,보리굴비 정식,1,0
2026-04-24,17:09,26000,카드,보리굴비 정식,1,0
2026-04-24,17:13,9000,간편결제,동치미 국수,1,0
2026-04-24,17:29,13000,간편결제,들기름 고등어 한상,1,0
2026-04-24,17:49,21000,카드,묵은지 김치찜,1,0
2026-04-24,17:50,30000,간편결제,제철 반상,2,0
2026-04-24,18:12,13000,간편결제,들기름 고등어 한상,1,0
2026-04-24,18:21,52000,현금,보리굴비 정식,2,0
2026-04-24,18:26,13000,간편결제,들기름 고등어 한상,1,0
2026-04-24,18:26,26000,현금,보리굴비 정식,1,0
2026-04-24,18:49,42000,현금,묵은지 김치찜,2,0
2026-04-24,18:50,34000,간편결제,소복 정식,2,0
2026-04-24,18:50,17000,카드,소복 정식,1,0
2026-04-24,19:02,21000,카드,묵은지 김치찜,1,0
2026-04-24,19:03,52000,카드,보리굴비 정식,2,0
2026-04-24,19:09,6000,간편결제,계란말이 추가,1,0
2026-04-24,19:20,45000,카드,제철 반상,3,0
2026-04-24,19:23,17000,카드,소복 정식,1,0
2026-04-24,19:23,21000,현금,묵은지 김치찜,1,0
2026-04-24,19:26,26000,카드,보리굴비 정식,1,0
2026-04-24,19:30,6000,간편결제,계란말이 추가,1,0
2026-04-24,19:32,30000,카드,제철 반상,2,0
2026-04-24,19:33,9000,간편결제,동치미 국수,1,0
2026-04-24,19:36,26000,카드,보리굴비 정식,1,0
2026-04-24,19:51,15000,카드,제철 반상,1,0
2026-04-24,19:52,17000,카드,소복 정식,1,0
2026-04-24,20:10,12000,카드,계란말이 추가,2,0
2026-04-24,20:20,13000,간편결제,들기름 고등어 한상,1,0
2026-04-24,20:29,17000,카드,소복 정식,1,0
2026-04-24,20:32,6000,카드,계란말이 추가,1,0
2026-04-24,20:51,13000,간편결제,들기름 고등어 한상,1,0
2026-04-24,20:51,26000,카드,보리굴비 정식,1,0
2026-04-24,20:52,26000,카드,보리굴비 정식,1,0
2026-04-24,20:54,52000,카드,보리굴비 정식,2,0
2026-04-25,11:22,18000,간편결제,동치미 국수,2,0
2026-04-25,11:31,6000,카드,계란말이 추가,1,0
2026-04-25,11:34,52000,카드,보리굴비 정식,2,0
2026-04-25,11:35,9000,간편결제,동치미 국수,1,0
2026-04-25,11:51,13000,카드,들기름 고등어 한상,1,0
2026-04-25,12:00,26000,카드,보리굴비 정식,1,0
2026-04-25,12:34,12000,현금,계란말이 추가,2,0
2026-04-25,12:55,17000,카드,소복 정식,1,0
2026-04-25,13:04,17000,카드,소복 정식,1,0
2026-04-25,13:05,6000,현금,계란말이 추가,1,0
2026-04-25,13:27,26000,현금,보리굴비 정식,1,0
2026-04-25,13:41,52000,카드,보리굴비 정식,2,0
2026-04-25,13:49,21000,카드,묵은지 김치찜,1,0
2026-04-25,13:51,18000,간편결제,계란말이 추가,3,0
2026-04-25,17:32,30000,현금,제철 반상,2,0
2026-04-25,17:35,17000,간편결제,소복 정식,1,0
2026-04-25,17:40,9000,카드,동치미 국수,1,0
2026-04-25,17:48,21000,카드,묵은지 김치찜,1,0
2026-04-25,17:57,6000,카드,계란말이 추가,1,0
2026-04-25,18:05,6000,카드,계란말이 추가,1,0
2026-04-25,18:06,6000,간편결제,계란말이 추가,1,0
2026-04-25,18:16,13000,간편결제,들기름 고등어 한상,1,0
2026-04-25,18:20,52000,카드,보리굴비 정식,2,0
2026-04-25,18:21,18000,간편결제,동치미 국수,2,0
2026-04-25,18:32,6000,카드,계란말이 추가,1,0
2026-04-25,18:55,6000,간편결제,계란말이 추가,1,0
2026-04-25,18:57,15000,카드,제철 반상,1,0
2026-04-25,19:14,21000,카드,묵은지 김치찜,1,0
2026-04-25,19:19,13000,카드,들기름 고등어 한상,1,0
2026-04-25,19:23,6000,카드,계란말이 추가,1,0
2026-04-25,19:27,26000,카드,보리굴비 정식,1,0
2026-04-25,20:26,13000,카드,들기름 고등어 한상,1,0
2026-04-25,20:53,9000,카드,동치미 국수,1,0
2026-04-26,11:35,13000,카드,들기름 고등어 한상,1,0
2026-04-26,12:01,21000,카드,묵은지 김치찜,1,0
2026-04-26,12:03,15000,카드,제철 반상,1,0
2026-04-26,12:31,34000,카드,소복 정식,2,0
2026-04-26,12:39,18000,카드,계란말이 추가,3,0
2026-04-26,12:46,6000,카드,계란말이 추가,1,0
2026-04-26,12:51,26000,카드,보리굴비 정식,1,0
2026-04-26,12:56,9000,카드,동치미 국수,1,0
2026-04-26,13:14,17000,카드,소복 정식,1,0
2026-04-26,13:29,26000,카드,들기름 고등어 한상,2,0
2026-04-26,13:43,51000,카드,소복 정식,3,0
2026-04-26,13:49,39000,카드,들기름 고등어 한상,3,0
2026-04-26,17:12,17000,카드,소복 정식,1,0
2026-04-26,17:23,9000,카드,동치미 국수,1,0
2026-04-26,17:25,13000,카드,들기름 고등어 한상,1,0
2026-04-26,17:28,17000,현금,소복 정식,1,0
2026-04-26,17:45,21000,카드,묵은지 김치찜,1,0
2026-04-26,17:55,6000,카드,계란말이 추가,1,0
2026-04-26,18:16,21000,카드,묵은지 김치찜,1,0
2026-04-26,18:19,26000,카드,보리굴비 정식,1,0
2026-04-26,18:34,17000,카드,소복 정식,1,0
2026-04-26,18:38,12000,카드,계란말이 추가,2,0
2026-04-26,18:59,6000,카드,계란말이 추가,1,0
2026-04-26,19:19,18000,현금,계란말이 추가,3,0
2026-04-26,19:24,26000,카드,보리굴비 정식,1,0
2026-04-26,19:37,13000,간편결제,들기름 고등어 한상,1,0
2026-04-26,20:07,15000,카드,제철 반상,1,0
2026-04-26,20:55,17000,카드,소복 정식,1,0
2026-04-28,11:23,15000,간편결제,제철 반상,1,0
2026-04-28,11:29,21000,간편결제,묵은지 김치찜,1,0
2026-04-28,11:35,15000,카드,제철 반상,1,0
2026-04-28,11:38,12000,현금,계란말이 추가,2,0
2026-04-28,12:07,9000,카드,동치미 국수,1,0
2026-04-28,12:15,6000,현금,계란말이 추가,1,0
2026-04-28,12:16,26000,간편결제,보리굴비 정식,1,0
2026-04-28,12:44,17000,카드,소복 정식,1,0
2026-04-28,12:48,52000,카드,보리굴비 정식,2,0
2026-04-28,13:12,18000,카드,동치미 국수,2,0
2026-04-28,13:24,15000,간편결제,제철 반상,1,0
2026-04-28,13:34,26000,카드,보리굴비 정식,1,0
2026-04-28,13:42,17000,간편결제,소복 정식,1,0
2026-04-28,13:48,21000,카드,묵은지 김치찜,1,0
2026-04-28,13:58,6000,카드,계란말이 추가,1,0
2026-04-28,17:04,21000,카드,묵은지 김치찜,1,0
2026-04-28,17:30,6000,카드,계란말이 추가,1,0
2026-04-28,17:50,12000,카드,계란말이 추가,2,0
2026-04-28,17:55,9000,간편결제,동치미 국수,1,0
2026-04-28,18:18,13000,카드,들기름 고등어 한상,1,0
2026-04-28,18:54,26000,카드,보리굴비 정식,1,0
2026-04-28,19:08,26000,카드,보리굴비 정식,1,0
2026-04-28,19:15,26000,카드,보리굴비 정식,1,0
2026-04-28,19:16,26000,카드,보리굴비 정식,1,0
2026-04-28,19:41,78000,카드,보리굴비 정식,3,0
2026-04-28,19:49,18000,간편결제,동치미 국수,2,0
2026-04-28,19:54,26000,간편결제,들기름 고등어 한상,2,0
2026-04-28,20:08,9000,간편결제,동치미 국수,1,0
2026-04-28,20:34,78000,카드,보리굴비 정식,3,0
2026-04-28,20:48,13000,간편결제,들기름 고등어 한상,1,0
2026-04-29,11:20,26000,카드,보리굴비 정식,1,0
2026-04-29,11:36,13000,카드,들기름 고등어 한상,1,0
2026-04-29,12:04,21000,카드,묵은지 김치찜,1,0
2026-04-29,12:05,26000,카드,들기름 고등어 한상,2,0
2026-04-29,12:23,13000,카드,들기름 고등어 한상,1,0
2026-04-29,12:23,13000,카드,들기름 고등어 한상,1,0
2026-04-29,13:03,13000,카드,들기름 고등어 한상,1,0
2026-04-29,13:03,9000,카드,동치미 국수,1,0
2026-04-29,13:39,13000,카드,들기름 고등어 한상,1,0
2026-04-29,13:39,21000,카드,묵은지 김치찜,1,0
2026-04-29,13:44,6000,카드,계란말이 추가,1,0
2026-04-29,13:47,52000,현금,보리굴비 정식,2,0
2026-04-29,13:50,42000,카드,묵은지 김치찜,2,0
2026-04-29,13:53,26000,카드,들기름 고등어 한상,2,0
2026-04-29,17:05,18000,간편결제,계란말이 추가,3,0
2026-04-29,17:16,9000,간편결제,동치미 국수,1,0
2026-04-29,17:22,26000,카드,보리굴비 정식,1,0
2026-04-29,17:37,6000,카드,계란말이 추가,1,0
2026-04-29,17:50,52000,카드,보리굴비 정식,2,0
2026-04-29,18:02,6000,카드,계란말이 추가,1,0
2026-04-29,18:09,15000,카드,제철 반상,1,0
2026-04-29,18:13,26000,카드,보리굴비 정식,1,0
2026-04-29,18:13,9000,카드,동치미 국수,1,0
2026-04-29,18:16,17000,카드,소복 정식,1,0
2026-04-29,18:39,9000,카드,동치미 국수,1,0
2026-04-29,18:40,34000,카드,소복 정식,2,0
2026-04-29,18:46,9000,카드,동치미 국수,1,0
2026-04-29,19:21,9000,현금,동치미 국수,1,0
2026-04-29,20:01,6000,카드,계란말이 추가,1,0
2026-04-29,20:09,39000,카드,들기름 고등어 한상,3,0
2026-04-29,20:17,21000,카드,묵은지 김치찜,1,0
2026-04-29,20:23,26000,카드,보리굴비 정식,1,0
2026-04-29,20:45,30000,간편결제,제철 반상,2,0
2026-04-29,20:58,30000,카드,제철 반상,2,0
2026-04-30,11:31,9000,현금,동치미 국수,1,0
2026-04-30,12:00,6000,카드,계란말이 추가,1,0
2026-04-30,12:38,17000,카드,소복 정식,1,0
2026-04-30,13:10,9000,카드,동치미 국수,1,0
2026-04-30,13:30,30000,카드,제철 반상,2,0
2026-04-30,13:30,13000,카드,들기름 고등어 한상,1,0
2026-04-30,13:53,26000,카드,보리굴비 정식,1,0
2026-04-30,17:13,13000,카드,들기름 고등어 한상,1,0
2026-04-30,17:25,34000,카드,소복 정식,2,0
2026-04-30,17:30,15000,카드,제철 반상,1,0
2026-04-30,17:33,42000,현금,묵은지 김치찜,2,0
2026-04-30,17:36,9000,간편결제,동치미 국수,1,0
2026-04-30,17:42,26000,카드,보리굴비 정식,1,0
2026-04-30,17:57,6000,카드,계란말이 추가,1,0
2026-04-30,18:20,9000,카드,동치미 국수,1,0
2026-04-30,18:31,27000,간편결제,동치미 국수,3,0
2026-04-30,18:43,26000,카드,들기름 고등어 한상,2,0
2026-04-30,18:50,15000,카드,제철 반상,1,0
2026-04-30,18:51,18000,간편결제,동치미 국수,2,0
2026-04-30,18:53,15000,현금,제철 반상,1,15000
2026-04-30,18:56,15000,카드,제철 반상,1,0
2026-04-30,19:16,15000,카드,제철 반상,1,0
2026-04-30,19:30,17000,카드,소복 정식,1,0
2026-04-30,20:01,26000,간편결제,보리굴비 정식,1,0
2026-04-30,20:01,13000,카드,들기름 고등어 한상,1,0
2026-04-30,20:16,26000,간편결제,보리굴비 정식,1,0
2026-04-30,20:19,18000,간편결제,동치미 국수,2,0
2026-04-30,20:35,17000,카드,소복 정식,1,0
2026-04-30,20:48,9000,현금,동치미 국수,1,0
2026-04-30,20:48,15000,간편결제,제철 반상,1,0
2026-05-01,11:01,26000,간편결제,보리굴비 정식,1,0
2026-05-01,11:02,26000,카드,보리굴비 정식,1,0
2026-05-01,11:05,17000,카드,소복 정식,1,0
2026-05-01,11:12,15000,카드,제철 반상,1,0
2026-05-01,11:31,26000,카드,보리굴비 정식,1,0
2026-05-01,11:33,15000,간편결제,제철 반상,1,0
2026-05-01,11:43,9000,카드,동치미 국수,1,0
2026-05-01,11:43,13000,현금,들기름 고등어 한상,1,0
2026-05-01,11:57,17000,간편결제,소복 정식,1,0
2026-05-01,11:57,15000,현금,제철 반상,1,0
2026-05-01,11:59,26000,카드,보리굴비 정식,1,0
2026-05-01,12:00,15000,카드,제철 반상,1,0
2026-05-01,12:02,17000,간편결제,소복 정식,1,0
2026-05-01,12:06,26000,간편결제,보리굴비 정식,1,0
2026-05-01,12:13,17000,카드,소복 정식,1,0
2026-05-01,12:24,13000,카드,들기름 고등어 한상,1,0
2026-05-01,12:28,17000,카드,소복 정식,1,0
2026-05-01,12:49,26000,카드,들기름 고등어 한상,2,0
2026-05-01,13:29,52000,카드,보리굴비 정식,2,0
2026-05-01,13:33,12000,간편결제,계란말이 추가,2,0
2026-05-01,13:53,42000,카드,묵은지 김치찜,2,0
2026-05-01,13:58,30000,간편결제,제철 반상,2,0
2026-05-01,17:04,18000,간편결제,동치미 국수,2,0
2026-05-01,17:25,26000,카드,보리굴비 정식,1,0
2026-05-01,17:27,21000,현금,묵은지 김치찜,1,0
2026-05-01,17:28,17000,카드,소복 정식,1,0
2026-05-01,17:32,12000,카드,계란말이 추가,2,0
2026-05-01,17:50,9000,현금,동치미 국수,1,0
2026-05-01,17:57,6000,카드,계란말이 추가,1,0
2026-05-01,18:03,6000,카드,계란말이 추가,1,0
2026-05-01,18:03,9000,카드,동치미 국수,1,0
2026-05-01,18:17,12000,카드,계란말이 추가,2,0
2026-05-01,18:20,26000,간편결제,보리굴비 정식,1,0
2026-05-01,18:24,9000,현금,동치미 국수,1,0
2026-05-01,18:28,13000,카드,들기름 고등어 한상,1,0
2026-05-01,18:38,52000,카드,보리굴비 정식,2,0
2026-05-01,18:57,21000,카드,묵은지 김치찜,1,0
2026-05-01,19:13,21000,카드,묵은지 김치찜,1,0
2026-05-01,19:47,34000,카드,소복 정식,2,0
2026-05-01,19:56,13000,카드,들기름 고등어 한상,1,0
2026-05-01,19:56,17000,카드,소복 정식,1,0
2026-05-01,19:59,15000,카드,제철 반상,1,0
